Domain,Questionnaire Number,Section Title,Variable name,Short Description,Values,Length,Precision,Scale,Long Description,Pre-selected variable?,Original CTS Variable Name (for questionnaire variables),,,
Cancer,,,nnodes_cde,Nnodes code,"00: No regional nodes examined, 01: One regional node examined, 02-89: Actual number examined, 90: Ninety or more nodes examined, 95: No regional lymph nodes removed but aspiration of regional lymph nodes was performed, 96: Regional lymph node removal documented as a sampling and number of lymph nodes unknown/not stated, 97: Regional lymph node removal documented as dissection and number of lymph nodes unknown/not stated, 98: Regional lymph nodes surgically removed, but number of lymph nodes unknown/not stated and not documented as sampling or dissection, 99: Unknown/not stated/death certificate only, Blank: Date of diagnosis is on or after January 1, 2003",2,,,"In CCR: NNODES 
Number of regional lymph nodes identified in the pathology report during surgical procedure- this variable is only valid for cases diagnosed prior to Jan. 2004.
Information in NNODES from 1988-2003 was incorporated into the variable SCOPE.",,,,,
Cancer,,,surg_sum_cde,Surg sum code,10,2,,,"In CCR: SURG_SUM 
Most extensive surgery during first course of RX",,,,,
Cancer,,,surg_other_cde,Surg other code,"0: None, no surgical procedure of non-primary site; resection of regional site, 1: Non-primary surgical procedure performed; non-primary surgical resection to other site(s); unknown if whether the site(s) is regional or distant, 2: Non-primary surgical procedure to other regional sites, 3: Non-primary surgical procedure to distant lymph node(s); resection of distant lymph node(s), 4: Non- primary surgical procedure to distant site, resection of distant site, 5: Combination of codes, any combination of surgical procedures 2, 3, or 4, 9: Unknown; it is unknown whether any surgical procedure of a non-primary site was performed; death certificate only",,,,"In CCR: SURGOTH 
Surgical removal of tissue other than the primary tumor or organ of origin (i.e., regional nodes or distant nodes).",,,,,
Cancer,,,surg_primary_cde,Surg primary code,"00: No Surgery, Autopsy Only, 10-90: Definitive surgery to the primary site, 98: Special codes for hematopoietic/reticuloendotheli al/immunoproliferative/myelopr oliferative disease, ill-defined site, & unknown primaries.
 Code 98 takes precedence over 00, 99: Unknown whether definitive surgery was done, death certificate only",2,,,"In CCR: SURGPRIM 
Most extensive type of surgery performed during the first course of treatment for the tumor.",,,,,
Cancer,,,surg_recon_cde,Surg reconstructive code,0-9: Codes are site specific,,,,"In CCR: SURGRCON 
Most extensive reconstructive surgery performed during first course of treatment, for cases diagnosed before 2003. For cases diagnosed 2003 forward, information was incorporated into SURGPRIM.",,,,,
Cancer,,,surg_dt,Surg date,"CCYYMMDD
 0’s: No surgery or unknown if surgery performed.
 9's: Surgery performed but date is unknown or case reported through death certificate only.",,,,"In CCR: SURGDATE , SURGDATE_CCYYMMDD 
Date the earliest definitive surgery was performed. Different from DTDEFSURG, which is the date when the most extensive surgery was performed.",,,,,
Cancer,,,surg_nodate_cde,Surg nodate code,"10: Unknown if any surgical procedure of the primary site was performed, 11: No surgical procedure of the primary site was performed;autopsy only case, 12: Surgery to the primary site was administered but date is unknown, BLANK: A valid date is provided in DTDEFSURG, or the date was not expected to have been transmitted",2,,,"In CCR: RXDATESURGERYFLAG 
This flag explains why there is no appropriate value in the corresponding date field, SURGDATE [NAACCR #1200].",,,,,
Cancer,,,surg_defin_dt,Surg defin date,"CCYYMMDD
 All 9’s: DC only case or definitive surgery performed, but the date is unknown
 All 0’s: No surgery or unknown if ever treated",,,,"In CCR: DTDEFSURG , DTDEFSURG_CCYYMMDD 
Records the date of SURGPRIM, the most definitive surgical resection of the primary site performed as the first course of treatment. Different from SURGDATE, which is the date the earliest surgical procedure was performed. Collected directly from cases diagnosed in 2003 forward. For cases diagnosed from 1998- 2002, date taken from the three surgery fields (which are no longer required).
 Dates before 1997-1998 are mostly unknown. “Valid” means surgery performed; unknown includes no surgery.",,,,,
Cancer,,,surg_defin_nodate_cde,Surg defin nodate code,"10: Unknown if any surgical procedure of the primary site was performed, 11: No surgical procedure of the primary site was performed; autopsy only case, 12: Surgery to the primary site was administered but date is unknown, BLANK: A valid date is provided in item DEDEFSURG, or the date was not expected to have been transmitted",2,,,"In CCR: RXDATEMSTDEFNSRGFLAG 
Explains why there is no appropriate value in the corresponding date field, DTDEFSURG (date of the most definitive surgery).",,,,,
Cancer,,,surg_other_98_cde,Surg other 98 code,0,1,,,"In CCR: SURGOTH98 
Cancer surgery other site, highest 98-00",,,,,
Cancer,,,surg_primary_98_cde,Surg primary 98 code,"00,10,12",2,,,"In CCR: SURGPRIM98 
CA Surgery primary site, highest 98-00",,,,,
Cancer,,,scope_ind,Scope indicator,"0: None, no regional lymph node surgery; no lymph nodes found in the pathologic specimen; diagnosed at autopsy., 1: Biopsy or aspiration of regional lymph node, NOS; biopsy or aspiration of regional lymph node(s) regardless of the extent of involvement of disease., 2: Sentinel lymph node biopsy; biopsy of the first lymph node or nodes that drain a defined area of tissue within the body; sentinel node(s) are identified by the injection of a dye or radio label at the site of the primary tumor., 3: Number of regional nodes removed unknown or not stated; regional lymph node removed, NOS; sampling or dissection of regional lymph node(s) and the number of nodes is unknown or not stated; the procedure is not specified as sentinel node biopsy., 4: 1-3 regional lymph nodes removed; sampling or dissection of regional lymph node(s) with",,,,"In CCR: SCOPE 
Records surgery removing regional lymph nodes during the first course of treatment. Introduced (required) for cases diagnosed in 2003 forward; for earlier diagnoses information was taken from the variable NNODES.",,,,,
Cancer,,,scope1_cde,Scope1 code,29,,,,"In CCR: SCOPE1 
Earliest surgery, scope of nodes",,,,,
Cancer,,,scope2_cde,Scope2 code,9,,,,"In CCR: SCOPE2 
Most extensive surgery, scope of nodes",,,,,
Cancer,,,scope3_cde,Scope3 code,9,,,,"In CCR: SCOPE3 
Other surgery, scope of nodes",,,,,
Cancer,,,surg1_dt,Surg1 date,MMDDCCYY ,,,,"In CCR: SURGDT1 , SURGDT1_CCYYMMDD 
Date earliest procedure performed (MMDDCCYY)",,,,,
Cancer,,,surg1_other_cde,Surg1 other code,0,,,,"In CCR: SURGO1 
Earliest surgery of other site",,,,,
Cancer,,,surg1_primary_cde,Surg1 primary code,2022307098,2,,,"In CCR: SURGP1 
Earliest surgery of primary site",,,,,
Cancer,,,surg2_dt,Surg2 date,MMDDCCYY,,,,"In CCR: SURGDT2 , SURGDT2_CCYYMMDD
Date most extensive surgery of primary site (MMDDCCYY)",,,,,
Cancer,,,surg2_other_cde,Surg2 other code,0,,,,"In CCR: SURGO2 
Most extensive surgery of other site",,,,,
Cancer,,,surg2_primary_cde,Surg2 primary code,98,2,,,"In CCR: SURGP2 
Most extensive surgery of primary site",,,,,
Cancer,,,surg3_dt,Surg3 date,MMDDCCYY ,,,,"In CCR: SURGDT3 , SURGDT3_CCYYMMDD 
Date other cancer surgery primary site (MMDDCCYY)",,,,,
Cancer,,,surg3_other_cde,Surg3 other code,0,,,,"In CCR: SURGO3 
Other cancer surgery of other site",,,,,
Cancer,,,surg3_primary_cde,Surg3 primary code,98,2,,,"In CCR: SURGP3 
Other cancer surgery primary site",,,,,
Cancer,,,transp_dt,Transplant date,CCYYMMDD,,,,"In CCR: DTTRANSP , DTTRANSP_CCYYMMDD 
Date that TRANSSUM, the transplant/endocrine procedure, was performed. If multiple records exist, consolidation for item involves comparing codes and selecting most extensive procedure. Required for cases diagnosed 2003 and forward.",,,,,
Cancer,,,transp_nodate_cde,Transp nodate code,"10: Unknown if Transplant/Endocrine Procedure performed (Date of Transplant/Endocrine Procedure is unknown and procedure code is 99)., 11: Procedure was not performed., 12: Procedure was performed (codes 10-40) but Date of Transplant/Endocrine Procedure is unknown., 15: Procedure is planned (procedure code is 88)., Blank: A valid date value is provided in item Date of Transplant/Endocrine, or the date was not expected to have been transmitted.",2,,,"In CCR: DATETRANSPENDOFLAG 
This flag explains why there is no corresponding date in the related field, DTTRANSP.",,,,,
Cancer,,,lateral_site_cde,Lateral site code," 0: Not a paired site, 1: Right, 2: Left, 3: Unilateral, NOS, 4: Bilateral, 9: Paired site, no information",1,,,"For some specific primary sites, the side of the body in which the tumor originated.",,,,,
Cancer,,,estrogen_rcptr_ind,Estrogen receptor indicator,"Possible values include only:
 0 (test not done)
 1, 10 (test done, results positive)
 2, 20 (test done, results negative)
 3, 30 (test done, results borderline)
 8 (test ordered, results not in chart)
 9, 996, 997, 998, 999 (unknown if test done or ordered / no info)",,,,"Estrogen Receptor Indicator :
Single digit values are from SAS source MARKER1
Multiple digit values are from SAS Source CS_SITE_SPEC_F1
Attribute is null unless SEER Code = 26000",,,,,
Cancer,,,estrogen_rcptr_dsc,Estrogen receptor description,"Borderline
Negative
Positive
Unknown",20,,,"Short descriptions for ESTROGEN receptor status indicator values.
Description created from logic :
 If SEERWHO = 26000 and 
 Marker1=3 or CS_SITE_SPEC_F1=030 then ""BORDERLINE""
 Marker1=2 or CS_SITE_SPEC_F1=020 then ""NEGATIVE""
 Marker1=1 or CS_SITE_SPEC_F1=010 then ""POSITIVE""
 Marker1 in (0,8,9) or 
 CS_SITE_SPEC_F1 in (996,997,998,999) then ""UNKNOWN""",,,,,
Cancer,,,progesterone_rcptr_ind,Progesterone receptor indicator,"Possible values include only:
 0 (test not done)
 1, 10 (test done, results positive)
 2, 20 (test done, results negative)
 3, 30 (test done, results borderline)
 8 (test ordered, results not in chart)
 9, 996, 997, 998, 999 (unknown if test done or ordered / no info)",,,,"Progesterone Receptor Indicator :
Single digit values are from SAS source MARKER2
Multiple digit values are from SAS Source CS_SITE_SPEC_F2

Attribute is null unless SEER Code = 26000",,,,,
Cancer,,,progesterone_rcptr_dsc,Progesterone receptor description,"Borderline
Negative
Positive
Unknown",20,,,"Short descriptions for PROGESTERONE receptor status indicator values.
Description created from logic :
 If SEERWHO = 26000 and 
 Marker2=3 or CS_SITE_SPEC_F2=030 then ""BORDERLINE""
 Marker2=2 or CS_SITE_SPEC_F2=020 then ""NEGATIVE""
 Marker2=1 or CS_SITE_SPEC_F2=010 then ""POSITIVE""
 Marker2 in (0,8,9) or 
 CS_SITE_SPEC_F2 in (996,997,998,999) then ""UNKNOWN""",,,,,
Cancer,,,her2_rcptr_ind,Her2 receptor indicator,"Possible values include only:
 0 (test not done)
 1, 10 (test done, results positive)
 2, 20 (test done, results negative)
 3, 30 (test done, results borderline)
 8 (test ordered, results not in chart)
 9, 996, 997, 998, 999 (unknown if test done or ordered / no info)",,,,"HER2 (from human epidermal growth factor receptor 2) or HER2/neu, Receptor Status 
Single digit values are from SAS source MARKERCA
Multiple digit values are from SAS Source CSSITESPECIFICFACTOR15

 Attribute is null unless SEER Code = 26000",,,,,
Cancer,,,her2_rcptr_dsc,Her2 receptor description,"Borderline
Negative
Positive
Unknown",20,,,"Short descriptions for HER2 receptor status indicator values.
Description created from logic :
 If SEERWHO = 26000 and 
 MarkerCA=3 or CSSITESPECIFICFACTOR15=030 then ""BORDERLINE""
 MarkerCA=2 orCSSITESPECIFICFACTOR15=020 then ""NEGATIVE""
 MarkerCA=1 or CSSITESPECIFICFACTOR15=010 then ""POSITIVE""
 MarkerCA in (0,8,9) or 
 CSSITESPECIFICFACTOR15 in (996,997,998,999) then ""UNKNOWN""",,,,,
Questionnaire,Q1,Background and Environment,age_at_baseline,Age at baseline,"22-104, -99=Missing",,,,2. Age at Q1. Created by subtracting birth date from questionnaire 1 fill date. From the first CTS questionnaire (1995-1996).,1,age_at_baseline,,,
Questionnaire,Q1,Background and Environment,adopted,Was participant adopted,"N=No, Y=Yes, -88=Unable to assign value, -99=Missing",,,,3. Were you adopted? From the first CTS questionnaire (1995-1996).,1,adopted,,,
Questionnaire,Q1,Background and Environment,twin,Is participant a twin,"A=No, B=Yes, C=Don't Know, -99=Missing",,,,4. Are you a twin? From the first CTS questionnaire (1995-1996).,1,twin,,,
Questionnaire,Q1,Background and Environment,birthplace,Place participant was born,"A=California, B=Other US or Canada, C=Mexico, South America, Central America or the Caribbean, D=Asia or Pacific Islands, E=Eastern Europe, F=Western Europe, G=Middle East or Israel, H=Africa, I=Other, -88=Unable to assign value, -99=Missing",,,,5. Where were you born? From the first CTS questionnaire (1995-1996).,1,birthplace,,,
