Questionnarie,Section,Variable name,Label,Data type,Answer_Choice_Key,Values,Length,Precision,Scale,Description,Pre-selected variables,Participant characteristics,Anthropomorphic measurements,Employment,Environment,Residency,Oral contraceptives,Pregnancy,Medications,Female health history,Menopause/menstrual Periods,Female surgery,Menopausal hormone therapy,X-Rays imaging and radiation,Personal medical history,Personal history of cancer,Family history of cancer,Family history of other medical conditions,Children's health history,Mammograms and other health screenings,Physical activity,Vitamins,Diet,Alcohol use,Smoking,Secondhand smoke,Happiness and social support,Cognitive status,Sleep habits,Medicinal cannabis,Sexual orientation,Financial stress
Q1,REPRODUCTIVE HISTORY,TOTFTP,TOTAL LIV BIRTHS+STILL BIRTHS,Num,1533,"0-13, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .P=NoPrgs, .Z=GrdPrb",,8,0,Q28 TOTAL LIV BIRTHS+STILL BIRTHS,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EVPRG,EVER PREGNANT,Num,1534,"0-1, 0=Nv Prg, 1=Evr Prg, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .Z=GrdPrb",,8,0,Q28 EVER PREGNANT,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,CURPRG,CURRENTLY PREGNANT,Num,1535,"0-1, 0=No, 1=Curpg",,8,0,Q28 CURRENTLY PREGNANT,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,AGEFMS,AGE 1ST MISCARRIAGE,Num,1536,"14-46, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .L=N22, .P=NoPrgs, .Q=CP1st, .R=No MS, .S=HCPrgs, .Z=GrdPrb",,8,0,Q28 AGE 1ST MISCARRIAGE,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,AGEFAB,AGE 1ST ABORTION,Num,1537,"14-46, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .L=N22, .P=NoPrgs, .Q=CP1st, .R=No MS, .S=HCPrgs, .Z=GrdPrb",,8,0,Q28 AGE 1ST ABORTION,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,AGEFFTP,"AGE 1ST FULL TERM PREG(LB,SB)",Num,1538,"14-46, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .P=NoPrgs, .Q=CP1st, .R=No FTP, .S=HCPrgs, .Z=GrdPrb",,8,0,"Q27-28 AGE 1ST FULL TERM PREG(LB,SB)",1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,AGEFPG,AGE 1ST PREGNANCY,Num,1539,"14-46, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .P=NoPrgs, .Q=CP1st, .S=HCPrgs, .T=NvPrg, .Z=GrdPrb",,8,0,Q27-28 AGE 1ST PREGNANCY,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,AGELPG,AGE LAST PREGNANCY(ALL OUTCOMES),Num,1540,"14-46, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .P=NoPrgs, .Q=CurPrg, .S=HCPrgs, .T=NvPrg, .Z=GrdPrb",,8,0,Q28 AGE LAST PREGNANCY(ALL OUTCOMES),,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,TOTPRG,Total Number of Pregnancies,Num,1542,"0-15, .A=FP_Blnk, .B=P4BP5ANoP, .C=QB_P5Blnk, .D=QB_P5ANoP, .L=TPrb_N3, .M=TPrb_N3, .N=TPrb_N3, .O=TPrb_N3, .P=NoPrgs, .R=TMS_N22, Z=GrdPrb",,8,0,Q28 Total Number of Pregnancies,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,AGEATLB,AGE AT FIRST LIVE BIRTH,Num,1627,14-46,,8,0,Q28 AGE AT FIRST LIVE BIRTH,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,DESMISC,Taken DES to prevent miscarriage,Char,279,N/Y/Z,1,,,Q31 Ever taken DES to prevent miscarriage?,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,AGEFBF,AGE 1ST BREAST FED,Num,1549,"0-10, 0=0:NvPrg, 1=P_NoLB, 2=LB_NBF, 3=<18, 4=18-19, 5=20-24, 6=25-29, 7=30-34, 8=35-39, 9=40+, 10=BF_DKAG, .A=FP_Blnk, .B=P4BP5ANOP, .C=QB_P5Blnk, .D=QB_P5ANOP, .E=LB_AGBF=Z, .F=QSTNABLE, .P=NoPrgs, .Z=GrdPrb",,8,0,Q29 AGE 1ST BREAST FED,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,TOTMBF,TOTAL MTHS BREAST FED,Num,1550,"0-10, 0=NvPrg, 1=P_NoLB, 2=LB_NBF, 3=<6M, 4=6-11, 5=12-23, 6=24-35, 7=36-47, 8=48-59, 9=60+, 10=BF_DKAG, .A=FP_Blnk, .B=P4BP5ANOP, .C=QB_P5Blnk, .D=QB_P5ANOP, .E=LB_AGBF=Z, .F=QSTNABLE, .P=NoPrgs, .Z=GrdPrb",,8,0,Q30 TOTAL MTHS BREAST FED,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,RMENOVARA,MENOPAUSAL STATUS BASIC GROUPING (REVISED 6-2008 & 2-2009),Num,1554,"1-3, 1=Pre, 2=Peri, 3=Post, .G=Hyst<56, .H=Unk_HT, .U=UnRecov",,8,0,"Q34-36,41,56 MENOPAUSAL STATUS BASIC GROUPING (REVISED 6-2008 & 2-2009)",,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,RMENOVARC,MENOPAUSAL STATUS INCLUDE TYPE OF MENOPAUSE (REVISED 6-2008),Num,1555,"1-11, 1=Pre, 2=Peri_NTL, 3=Peri_M,C,R, 4=Peri_Oth, 5=Post_NTL, 6=Post_BO, 7=Post_M,C,R, 8=Post_Oth, 9=Post_Hyst_56+, 10=Pst56+_Hys<56,  11=Post_Unk_Type, .G=Hyst<56, .H=Unk_Meno stat due to HT, .U=Unk
",,8,0,"Q34-36,41,56 MENOPAUSAL STATUS INCLUDE TYPE OF MENOPAUSE (REVISED 6-2008)",1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,RMENOVARD,MENOPAUSAL STATUS TYPE AND AGE (REVISED 3-2008),Num,1556,"1-58, 1=Pre, 2=Peri_N_LT35, 3=Peri_N_35-39, 4=Peri_N_40-43, 5=Peri_N_44-46, 6=Peri_N_47-49, 7=Peri_N_50-52, 8=Peri_N_53-55, 9=Peri_N_56+, 10=Peri_M, C, R_LT35, 11=Peri_M, C, R_35-39, 12=Peri_M, C, R_40-43, 13=Peri_M, C, R_44-46, 14=Peri_M, C, R_47-49, 15=Peri_M, C, R_50-52, 16=Peri_M, C, R_53-55, 17=Peri_M, C, R_56+, 18=Peri_Oth_LT35, 19=Peri_Oth_35-39, 20=Peri_Oth_40-43, 21=Peri_Oth_44-46, 22=Peri_Oth_47-49, 23=Peri_Oth_50-52, 24=Peri_Oth_53-55, 25=Peri_Oth_56+, 26=Pst_N_LT35, 27=Pst_N_35-39, 28=Pst_N_40-43, 29=Pst_N_44-46, 30=Pst_N_47-49, 31=Pst_N_50-52, 32=Pst_N_53-55, 33=Pst_N_56+, 34=Pst_BO_LT35, 35=Pst_BO_35-39, 36=:Pst_BO_40-43, 37=Pst_BO_44-46, 38=Pst_BO_47-49, 39=Pst_BO_50-52, 40=Pst_BO_53-55, 41=Pst_BO_56+, 42=Pst_M, C, R_LT35, 43=Pst_M, C, R_35-39, 44=Pst_M, C, R_40-43, 45=Pst_M, C, R_44-46, 46=Pst_M, C, R_47-49, 47=Pst_M, C, R_50-52, 48=Pst_M, C, R_53-55, 49=Pst_M, C, R_56+, 50=Pst_Oth_LT35, 51=Pst_Oth_35-39, 52=Pst_Oth_40-43, 53=Pst_Oth_44-46, 54=Pst_Oth_47-49, 55=Pst_Oth_50-52, 56=Pst_Oth_53-55, 57=Pst_Oth_56+, 58=Pst_H_56+, .G=Hyst<56, .H=Unk_HT, .U=Unk",,8,0,"Q34-36,41,56 MENOPAUSAL STATUS TYPE AND AGE (REVISED 3-2008)",,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PRDLAST,Age of last period,Char,294,"A=<35, B=35-39, C=40-43, D=44-46, E=47-49, F=50-52, G=53-55, H=56+, Z=Problem",1,,,Q35 When was last period?,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PRDSTOPW,Why did periods stop,Char,295,"A=Nat,B=Surg,C=Med,D=Rad,E=Oth, F=Rad,Med,G=Nat,Surg,H=Nat,Rad,I=Nat,Med, Rad, J=Nat,Med, K=Nat,Oth, L=Horm, M=Pit Aden, Z=Problem",1,,,Q36 Why did periods stop?,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,HYSTERAG,Age at hysterectomy,Char,296,"A=Never, B=<25, C=25-34, D=35-44, E=45-49, F=50-54, G=55-59, H=60-64, I=65+, Z=Problem",1,,,"Q37 Ever had a hysterectomy? If so, what age?",,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,OVARYRMV,Ovary removed,Char,297,"A=No, B=Yes/1, C=Yes/both same time, D=Yes/both diff times, E=Yes/DK which, F=DK, Z=Problem",1,,,Q38 Have you ever had an ovary removed?,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,OVARYAGE,Age first had ovary removed,Char,298,"A=<25, B=25-34, C=35-44, D=45-49, E=50-54, F=55-59, G=60-64, H=65+, Z=Problem",1,,,Q39 What age did you first have ovary removed?,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,TUBALLIG,Age at tubal ligation,Char,299,"A=Never, B=<20, C=20-24, D=25-29, E=30-34, F=35-39, G=40-44, H=45+",1,,,Q40 Ever have a tubal ligation? At what age?,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,ESTPREMF,Age first took Premarin,Char,302,"A=<45, B=45-49, C=50-54, D=55-59, E=60-64, F=65-69, G=70+",1,,,Q43 At what age did you first take Premarin?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,ESTPREML,Age last took Premarin,Char,303,"A=Currently B=<45, C=45-49, D=50-54, E=55-59, F=60-64, G=65-69, H=70+",1,,,Q44 At what age did you last take Premarin?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,ESTMOUTH,Estrogen by mouth,Char,310,N/Y/Z,1,,,Q47 Ever taken estrogen by mouth?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PROGUSE,Use of progesterone/progestin,Char,317,"A=No, B=Provera only, C=Another type only, D=Provera & oth type, E=Yes, DK type, Z=Problem",1,,,Q51 Ever used progesterone or progestin?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PROGAGEF,Age first use of progesterone,Char,318,"A=<40, B=40-44, C=45-49, D=50-54, E=55-59, F=60-64, G=65-69, H=70+",1,,,Q52 What age did you first use progesterone?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PROGAGEL,Age last use of progesterone,Char,319,"A=Currently B=<45, C=45-49, D=50-54, E=55-59, F=60-64, G=65-69, H=70+",1,,,Q53 What age did you last use progesterone?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,ESTPREMX,RECONSTITUTED - total yrs taking Prem.,Num,1369,"0-56, .Z=Problem",,3,0,Q45 RECONSTITUTED -Total years taking Premarin,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PROGDYX,RECONSTITUTED days/month using progestin,Num,1370,"0-39, 93=40 days total, 94=≤10 days total, 95=1 shot, every 3 mo., 96=For pregnancy for unknown #days/mo.,  97=14 days, every 3 mo.",,3,0,Q56 RECONSTITUTED -Days / month using progestin,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EALNNPC,"E ALONE NEV,PAST,CUR",Num,1557,"0-3, 0=No HT, 1=Not this, 2=Past, 3=Cur, .A=Pre, .B=Unk E,P, .C=ToRev,  .D=D:U_This, .U=U:UnRecov",,8,0,"Q41-56 E ALONE NEV,PAST,CUR",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EPOVRNPC,"E+P OVERLAP NEV,PAST,CUR",Num,1558,"0-3, 0=No HT, 1=Not this, 2=Past, 3=Cur, .A=Pre, .B=Unk E,P, .C=ToRev,  .D=D:U_This, .U=U:UnRecov",,8,0,"Q41-56 E+P OVERLAP NEV,PAST,CUR",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PALNNPC,"P ALONE NEV,PAST,CUR",Num,1559,"0-3, 0=No HT, 1=Not this, 2=Past, 3=Cur, .A=Pre, .B=Unk E,P, .C=ToRev,  .D=D:U_This, .U=U:UnRecov",,8,0,"Q41-56 P ALONE NEV,PAST,CUR",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,HTVARB,HT REVIEWED PATTERN OF USE,Num,1561,"0-8, 0=No HT, 1=E only, 2=E+P, 3=E_E+P, 4=E+P_E, 5=E_E+P_E, 6=P only, 7=P_E+P, 8=P_E, .A=Pre, .B=Unk HT Ans, .C=ToRev HT, .D=U_This, .U=UnRecov meno status",,8,0,Q41-56 HT REVIEWED PATTERN OF USE,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,HTVARC,"HT ALL PAST, CUR E, CUR E+P, P ONLY",Num,1562,"0-4, 0=No HT, 1=Past HT, 2=Cur E, 3=Cur E+P, 4=P only, .A=Pre, .B=Unk HT Ans, .C=ToRev HT, .D=U_This, .U=UnRecov meno status",,8,0,"Q41-56 HT ALL PAST, CUR E, CUR E+P, P ONLY",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EALNAMT,DURATION OF E ALONE FINAL VAR,Num,1563,"0-7, 0=No HT, 1=Not this, 2=<1-2y, 3=3-5y, 4=6-9y, 5=10-14y, 6=15-19y, 7=20+y, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 DURATION OF E ALONE FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PALNAMT,DURATION OF P ALONE FINAL VAR,Num,1564,"0-7, 0=No HT, 1=Not this, 2=<1-2y, 3=3-5y, 4=6-9y, 5=10-14y, 6=15-19y, 7=20+y, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 DURATION OF P ALONE FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EPOVRAMT,DURATION OF E+P OVERLAP FINAL VAR,Num,1565,"0-7, 0=No HT, 1=Not this, 2=<1-2y, 3=3-5y, 4=6-9y, 5=10-14y, 6=15-19y, 7=20+y, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 DURATION OF E+P OVERLAP FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EALNBEG,AGE BEGIN E ALONE FINAL VAR,Num,1566,"0-8, 0=No HT, 1=Not this, 2=<45, 3=45-49, 4=50-54, 5=55-59, 6=60-64, 7=65-69, 8=70+, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 AGE BEGIN E ALONE FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PALNBEG,AGE BEGIN P ALONE FINAL VAR,Num,1567,"0-8, 0=No HT, 1=Not this, 2=<45, 3=45-49, 4=50-54, 5=55-59, 6=60-64, 7=65-69, 8=70+, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 AGE BEGIN P ALONE FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EPOVRBEG,AGE BEGIN E+P OVERLAP FINAL VAR,Num,1568,"0-8, 0=No HT, 1=Not this, 2=<45, 3=45-49, 4=50-54, 5=55-59, 6=60-64, 7=65-69, 8=70+, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 AGE BEGIN E+P OVERLAP FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EALNEND,AGE END E ALONE FINAL VAR,Num,1569,"0-9, 0=No HT, 1=Not this, 2=Cur, 3=<45, 4=45-49, 5=50-54, 6=55-59, 7=60-64, 8=65-69, 9=70+, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 AGE END E ALONE FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PALNEND,AGE END P ALONE FINAL VAR,Num,1570,"0-9, 0=No HT, 1=Not this, 2=Cur, 3=<45, 4=45-49, 5=50-54, 6=55-59, 7=60-64, 8=65-69, 9=70+, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 AGE END P ALONE FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,EPOVREND,AGE END E+P OVERALP FINAL VAR,Num,1571,"0-9, 0=No HT, 1=Not this, 2=Cur, 3=<45, 4=45-49, 5=50-54, 6=55-59, 7=60-64, 8=65-69, 9=70+, .A=Pre, .B=Unk E,P, .C=ToRev, .D=U_This, .U=UnRecov",,8,0,Q41-56 AGE END E+P OVERALP FINAL VAR,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,MENHT,COMBINATION OF MENOPAUSAL STATUS AND PAST OR CURRENT HT,Num,1572,"0-5, 0=Pre, 1=PP, No HT, 2=PP, Past HT, 3=PP, Cur E, 4=PP, Cur E+P, 5=All oth",,8,0,Q51-56 COMBINATION OF MENOPAUSAL STATUS AND PAST OR CURRENT HT,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,
Q1,REPRODUCTIVE HISTORY,PROGTYRS,Total years taking progesterone,Char,320,"A=<1, B=1-2, C=3-5, D=6-9, E=10-14, F=15-19, G=20+",1,,,Q54 How many years did you take progesterone?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BRCA,Breast cancer,Char,328,N/Y,1,,,Q57 Have you ever had breast cancer?,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BRIMPLNT,Breast implants,Char,329,"A=No, B=Yes, after br ca, C=Yes, other reasons, D=Ans both ""B"" & ""C"", F/Z=Problem",1,,,Q59 Have you ever had breast implants?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BRIMAGEF,Age first had breast implants,Char,330,"A=<25, B=25-29, C=30-34, D=35-39, E=40-44, F=45-49,  G=50-54,  H=55-59,  I=60-64,  J=65+, Z=Problem",1,,,Q60 What age did you first have breast implants?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BRIMKIND,Kind of breast implants,Char,331,"A=Silicone gel, B=Saline, C=Both, D=DK",1,,,Q61 What kind of breast implants have you had?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,EXMMAMMO,Mammogram,Char,332,N/Y,1,,,Q62 Have you ever had a mammogram?,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q1,HEALTH HISTORY,EXMBRXM,Breast exam,Char,334,N/Y/Z,1,,,Q62 Have you ever had a breast exam?,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q1,HEALTH HISTORY,EXMPAPSM,PAP smear,Char,336,N/Y/Z,1,,,Q62 Have you ever had a PAP smear?,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q1,HEALTH HISTORY,MAMSCRN,YRS SINCE LAST MAMMOGRAM FRM Q62,Num,1551,"0-4, 0=Never had, 1=Y_<1yr, 2=Y_1-2yrs, 3=Y_3+yrs, 4=Y_Uyrs, .U=Unk",,8,0,Q62 YRS SINCE LAST MAMMOGRAM FRM Q62,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q1,HEALTH HISTORY,BRXMSCRN,YRS SINCE LAST BREAST EXAM FRM Q62,Num,1552,"0-4, 0=Never had, 1=Y_<1yr, 2=Y_1-2yrs, 3=Y_3+yrs, 4=Y_Uyrs, .U=Unk",,8,0,Q62 YRS SINCE LAST BREAST EXAM FRM Q62,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q1,HEALTH HISTORY,PAPSCRN,YRS SINCE LAST PAP SMEAR FRM Q62,Num,1553,"0-4, 0=Never had, 1=Y_<1yr, 2=Y_1-2yrs, 3=Y_3+yrs, 4=Y_Uyrs, .U=Unk",,8,0,Q62 YRS SINCE LAST PAP SMEAR FRM Q62,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q1,HEALTH HISTORY,BREXSELF,# of breast exams in last yr,Char,338,"A=Rarely, B=2-3 times, C=2-3 months, D=Once a month, E=More than once a month",1,,,Q63 How often examined breasts in last year?,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q1,HEALTH HISTORY,BLDTRAN1,Blood transfusion - No,Char,339,A=Yes,1,,,Q64 Have you ever had a blood transfusion - No?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BLDTRAN2,Blood transfusion - before age 35,Char,340,A=Yes,1,,,Q64 Have you ever had a blood transfusion-before35?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BLDTRAN3,Blood transfusion - 35-44,Char,341,A=Yes,1,,,Q64 Have you ever had a blood transfusion - 35-44?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BLDTRAN4,Blood transfusion - 45-54,Char,342,A=Yes,1,,,Q64 Have you ever had a blood transfusion - 45-54?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BLDTRAN5,Blood transfusion - 55-64,Char,343,A=Yes,1,,,Q64 Have you ever had a blood transfusion - 55-64?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,BLDTRAN6,Blood transfusion - after 64,Char,344,A=Yes,1,,,Q64 Have you ever had a blood transfusion -after 64?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDASPY,Total years taking aspirin,Char,345,"A=Not reg, B=<1, C=1, D=2, E=3-4, F=5-9, G=10+, H=Regular user but duration unknown, Z=Problem ",1,,,Q66 How many total years taking aspirin?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDASPD,Days/wk taking aspirin,Char,346,"A=1-3 , B=4-6, C=Every day, D=Regular user but frequency of use unknown, X=Didn't take regularly, Z=Problem",1,,,Q66 How often on average taking aspirin?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDACEY,Total years taking acetaminophen,Char,347,"A=Not reg, B=<1, C=1, D=2, E=3-4, F=5-9, G=10+, H=Regular user but duration unknown, Z=Problem ",1,,,Q66 How many total years taking acetaminophen?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDACED,Days/wk taking acetaminophen,Char,348,"A=1-3 , B=4-6, C=Every day, D=Regular user but frequency of use unknown, X=Didn't take regularly, Z=Problem",1,,,Q66 How often on average taking acetaminophen?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDIBUY,Total years taking ibuprofen,Char,349,"A=Not reg, B=<1, C=1, D=2, E=3-4, F=5-9, G=10+, H=Regular user but duration unknown, Z=Problem ",1,,,Q66 How many total years taking ibuprofen?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDIBUD,Days/wk taking ibuprofen,Char,350,"A=1-3, B=4-6, C=Every day, D=Regular user but frequency of use unknown, X=Didn't take regularly, Z=Problem",1,,,Q66 How often on average taking ibuprofen?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDTAGY,Total years taking tagamet,Char,351,"A=Not reg, B=<1, C=1, D=2, E=3-4, F=5-9, G=10+, H=Regular user but duration unknown, Z=Problem ",1,,,Q66 How many total years taking tagamet?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDTAGD,Days/wk taking tagamet,Char,352,"A=1-3 , B=4-6, C=Every day, D=Regular user but frequency of use unknown, X=Didn't take regularly, Z=Problem",1,,,Q66 How often on average taking tagamet?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDRESY,Total years taking reserpine,Char,353,"A=Not reg, B=<1, C=1, D=2, E=3-4, F=5-9, G=10+, H=Regular user but duration unknown, Z=Problem ",1,,,Q66 How many total years taking reserpine?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDRESD,Days/wk taking reserpine,Char,354,"A=1-3 , B=4-6, C=Every day, D=Regular user but frequency of use unknown, X=Didn't take regularly, Z=Problem",1,,,Q66 How often on average taking reserpine?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Q1,HEALTH HISTORY,MEDWTRY,Total years taking water pills/Hi BP,Char,355,"A=Not reg, B=<1, C=1, D=2, E=3-4, F=5-9, G=10+, H=Regular user but duration unknown, Z=Problem ",1,,,Q66 How many total years taking water pills/HBP?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
